run,candidate,sample,changing_total_ms,changing_build_ms,complete_total_ms,clamp_ms,show_ms,corners_ms,border_ms
4,0,5,1.5111000000000001,0.50260000000000005,1.425600,0.081500,1.139000,0.026000,0.179100
4,0,6,0.80479999999999996,0.73709999999999998,1.480700,0.075900,1.167100,0.018200,0.219500
4,0,7,0.71389999999999998,0.65369999999999995,3.162100,0.060700,2.863300,0.017100,0.221000
4,0,8,0.95350000000000001,0.88770000000000004,1.732300,0.061900,1.453000,0.018500,0.198900
4,0,9,1.0758000000000001,0.79110000000000003,2.041000,0.099200,1.222100,0.018500,0.701200
4,0,10,1.2113,1.1396999999999999,1.527500,0.072700,1.131600,0.016800,0.306400
4,0,11,1.0065,0.9274,1.301400,0.065000,1.044300,0.021000,0.171100
4,0,12,1.3284,1.2452000000000001,7.781400,0.069800,7.119400,0.017900,0.574300
4,0,13,0.94540000000000002,0.75319999999999998,1.973100,0.065900,1.622900,0.017700,0.266600
4,0,14,1.0786,0.87190000000000001,1.670200,0.173000,1.295800,0.016800,0.184600
4,0,15,0.7399,0.67520000000000002,1.490900,0.066100,1.174500,0.025700,0.224600
4,0,16,0.71909999999999996,0.65129999999999999,4.969400,0.069100,4.700400,0.018900,0.181000
4,0,17,1.0838000000000001,1.0186999999999999,2.409600,0.193400,2.008300,0.019400,0.188500
4,0,18,0.8528,0.74350000000000005,4.954200,0.368700,2.642100,0.019200,1.924200
4,0,19,0.8135,0.74319999999999997,6.882300,0.063900,1.351900,0.015100,5.451400
4,0,20,0.76039999999999996,0.66590000000000005,1.301700,0.067200,1.055300,0.015800,0.163400
4,0,21,0.68500000000000005,0.62860000000000005,1.184000,0.060200,0.949200,0.013300,0.161300
4,0,22,0.56789999999999996,0.51349999999999996,2.284800,0.059700,1.955500,0.021600,0.248000
4,0,23,0.77539999999999998,0.7056,2.435100,0.071000,2.153500,0.019200,0.191400
4,0,24,0.73570000000000002,0.67200000000000004,1.230700,0.061400,0.997800,0.013900,0.157600
4,0,25,0.7127,0.64259999999999995,1.036500,0.058400,0.708800,0.012700,0.256600
4,0,26,1.3403,0.96579999999999999,1.022400,0.060900,0.791000,0.014200,0.156300
4,0,27,1.0510999999999999,0.85289999999999999,1.026000,0.059100,0.773900,0.012800,0.180200
4,0,28,0.98829999999999996,0.91320000000000001,3.210800,0.062700,2.967700,0.016900,0.163500
4,0,29,0.75329999999999997,0.68559999999999999,2.277100,0.487100,1.385200,0.016600,0.388200
4,0,30,4.867,4.7683,2.125800,0.075900,1.828000,0.021900,0.200000
4,0,31,0.74909999999999999,0.68500000000000005,3.379900,0.104300,3.032800,0.019500,0.223300
4,0,32,1.4487000000000001,1.3464,5.571700,3.126000,1.904200,0.072500,0.469000
4,0,33,1.1266,1.0349999999999999,1.728000,0.061600,1.484400,0.016000,0.166000
4,0,34,0.89710000000000001,0.82369999999999999,1.077700,0.056600,0.848400,0.013700,0.159000
4,0,35,0.76470000000000005,0.69489999999999996,1.141700,0.059200,0.896200,0.024000,0.162300
4,0,36,0.94240000000000002,0.87329999999999997,1.120700,0.057700,0.890500,0.014400,0.158100
4,0,37,0.69550000000000001,0.63149999999999995,1.468700,0.071900,1.187100,0.017000,0.192700
4,0,38,2.7911000000000001,2.7101000000000002,1.623100,0.078200,1.315600,0.018900,0.210400
4,0,39,1.0824,1.0029999999999999,2.232000,0.061600,1.931400,0.026000,0.213000
4,0,40,0.9708,0.90029999999999999,1.706600,0.074500,1.442000,0.018100,0.172000
4,0,41,5.7354000000000003,5.6299000000000001,2.561400,0.153000,2.157100,0.019500,0.231800
4,0,42,0.99750000000000005,0.92300000000000004,2.222800,0.061600,1.829000,0.114800,0.217400
4,0,43,0.97589999999999999,0.90429999999999999,1.168200,0.060200,0.939000,0.013600,0.155400
4,0,44,0.69010000000000005,0.63839999999999997,1.344100,0.063200,1.092300,0.024500,0.164100
4,0,45,3.3531,3.2564000000000002,1.279400,0.067500,1.000600,0.023200,0.188100
4,0,46,1.1800999999999999,1.1040000000000001,1.128100,0.058700,0.898700,0.014000,0.156700
4,0,47,0.82899999999999996,0.76690000000000003,1.550600,0.215900,1.060400,0.015100,0.259200
4,0,48,0.56610000000000005,0.51639999999999997,1.332900,0.090800,1.067800,0.014800,0.159500
4,0,49,0.46710000000000002,0.4239,1.096100,0.059100,0.857000,0.022100,0.157900
4,0,50,0.54139999999999999,0.49320000000000003,2.120100,0.238400,1.672100,0.017600,0.192000
4,0,51,11.273899999999999,11.198399999999999,0.975700,0.060400,0.761200,0.012200,0.141900
4,0,52,0.73740000000000006,0.68089999999999995,0.915800,0.058100,0.704300,0.011400,0.142000
4,0,53,0.47539999999999999,0.43269999999999997,1.039100,0.057300,0.809800,0.013800,0.158200
4,0,54,0.44290000000000002,0.4012,2.756400,0.505400,1.876300,0.021700,0.353000
4,0,55,0.43959999999999999,0.39760000000000001,2.806900,0.069800,2.139700,0.033300,0.564100
4,0,56,0.82669999999999999,0.76190000000000002,1.299600,0.080700,1.023200,0.016200,0.179500
4,0,57,0.81010000000000004,0.75049999999999994,1.372100,0.064200,1.073100,0.016100,0.218700
4,0,58,0.65529999999999999,0.60350000000000004,1.939400,0.063300,1.629100,0.022700,0.224300
4,0,59,0.75439999999999996,0.70409999999999995,1.777300,0.089100,1.475900,0.018300,0.194000
4,0,60,3.2856000000000001,3.2052999999999998,1.658700,0.088100,1.374600,0.017400,0.178600
4,0,61,2.0760999999999998,1.9923999999999999,1.251300,0.066600,1.006900,0.014500,0.163300
4,0,62,0.74580000000000002,0.69089999999999996,1.307200,0.071300,1.057000,0.015700,0.163200
4,0,63,0.7732,0.71499999999999997,2.256400,0.068800,1.857900,0.030900,0.298800
4,0,64,0.84940000000000004,0.78059999999999996,3.645300,0.753100,2.061700,0.018100,0.812400
4,0,65,3.3538000000000001,3.2618999999999998,1.203400,0.074000,0.908400,0.025700,0.195300
4,0,66,2.2334000000000001,2.1444999999999999,1.893300,0.077800,1.587400,0.019800,0.208300
4,0,67,1.1564000000000001,1.0759000000000001,1.696800,0.083000,1.309500,0.045600,0.258700
4,0,68,0.93859999999999999,0.85740000000000005,2.380400,0.071200,1.839700,0.034400,0.435100
4,0,69,0.73839999999999995,0.67390000000000005,1.633800,0.062500,1.326400,0.018100,0.226800
4,0,70,0.67159999999999997,0.61119999999999997,2.456500,0.671300,1.530200,0.018200,0.236800
4,0,71,1.5550999999999999,1.4777,1.977900,0.097200,1.673800,0.017500,0.189400
4,0,72,2.6236000000000002,0.90980000000000005,2.012900,0.153200,1.607100,0.023700,0.228900
4,0,73,1.1353,1.0688,3.894300,0.060000,3.555600,0.020600,0.258100
4,0,74,0.78710000000000002,0.73229999999999995,2.653800,0.103800,1.819600,0.020200,0.710200
4,0,75,13.0541,12.816599999999999,2.646300,0.191000,2.223400,0.023000,0.208900
4,0,76,0.85660000000000003,0.7944,2.074200,0.076000,1.785600,0.018200,0.194400
4,0,77,0.63800000000000001,0.56810000000000005,1.385900,0.062500,1.074300,0.023100,0.226000
4,0,78,0.57240000000000002,0.51619999999999999,1.375000,0.070500,1.065300,0.015200,0.224000
4,0,79,2.6553,0.55979999999999996,1.881500,0.070000,1.579100,0.021000,0.211400
4,0,80,1.867,1.3495999999999999,3.300700,0.350300,2.750700,0.019700,0.180000
4,0,81,0.82520000000000004,0.77310000000000001,1.201500,0.062300,0.964100,0.014800,0.160300
4,0,82,1.3729,1.3048999999999999,1.860500,0.066200,1.607800,0.017600,0.168900
4,0,83,0.97260000000000002,0.91510000000000002,1.195900,0.061700,0.969900,0.012900,0.151400
4,0,84,2.9184000000000001,2.8367,2.028900,0.073600,1.775700,0.015600,0.164000
4,0,85,0.71650000000000003,0.65549999999999997,1.061800,0.059100,0.809200,0.013700,0.179800
4,0,86,4.7420999999999998,4.6677999999999997,2.181900,0.080300,1.915900,0.017000,0.168700
