run,enabled,index,total_ms,clamp_ms,show_ms,corners_ms,border_ms,total_cycles,total_kernel_ms,total_user_ms,show_cycles,show_kernel_ms,show_user_ms
1,0,36,3.669700,0.080400,3.338500,0.017500,0.233300,0,0.0,0.0,0,0.0,0.0
1,0,37,1.201700,0.063300,0.947400,0.016200,0.174800,0,0.0,0.0,0,0.0,0.0
1,0,38,2.724300,0.155300,2.342300,0.018300,0.208400,0,0.0,0.0,0,0.0,0.0
1,0,39,3.302000,0.066300,2.900500,0.019200,0.316000,0,0.0,0.0,0,0.0,0.0
1,0,40,2.236500,0.091300,1.886500,0.020300,0.238400,0,0.0,0.0,0,0.0,0.0
1,0,41,2.243500,0.094000,1.869100,0.020000,0.260400,0,0.0,0.0,0,0.0,0.0
1,0,42,2.743800,0.087100,2.394100,0.021800,0.240800,0,0.0,0.0,0,0.0,0.0
1,0,43,7.614800,0.090900,7.115300,0.020700,0.387900,0,0.0,0.0,0,0.0,0.0
1,0,44,2.645700,0.072700,2.295900,0.017900,0.259200,0,0.0,0.0,0,0.0,0.0
1,0,45,3.185900,0.073900,2.694200,0.094800,0.323000,0,0.0,0.0,0,0.0,0.0
1,0,46,1.531900,0.091900,1.190800,0.019000,0.230200,0,0.0,0.0,0,0.0,0.0
1,0,47,1.609100,0.068300,1.304100,0.017800,0.218900,0,0.0,0.0,0,0.0,0.0
1,0,48,1.667900,0.064000,1.269500,0.018700,0.315700,0,0.0,0.0,0,0.0,0.0
1,0,49,1.740200,0.072800,1.252500,0.021400,0.393500,0,0.0,0.0,0,0.0,0.0
1,0,50,1.940600,0.074100,1.630300,0.021600,0.214600,0,0.0,0.0,0,0.0,0.0
1,0,51,4.804600,0.085700,4.273100,0.020600,0.425200,0,0.0,0.0,0,0.0,0.0
1,0,52,1.699900,0.072500,1.411500,0.016900,0.199000,0,0.0,0.0,0,0.0,0.0
1,0,53,4.622200,0.092500,4.230300,0.049300,0.250100,0,0.0,0.0,0,0.0,0.0
1,0,54,3.289900,0.094500,2.528000,0.030100,0.637300,0,0.0,0.0,0,0.0,0.0
1,0,55,3.373700,0.084900,2.805200,0.024200,0.459400,0,0.0,0.0,0,0.0,0.0
1,0,56,3.255400,0.077900,2.632100,0.277600,0.267800,0,0.0,0.0,0,0.0,0.0
1,0,57,2.016000,0.077600,1.126700,0.018700,0.793000,0,0.0,0.0,0,0.0,0.0
1,0,58,3.036900,0.078000,2.717400,0.019900,0.221600,0,0.0,0.0,0,0.0,0.0
1,0,59,2.955400,0.212100,2.525700,0.019300,0.198300,0,0.0,0.0,0,0.0,0.0
1,0,60,1.364400,0.073900,1.113600,0.014600,0.162300,0,0.0,0.0,0,0.0,0.0
1,0,61,1.409800,0.130600,1.119700,0.012600,0.146900,0,0.0,0.0,0,0.0,0.0
1,0,62,1.230800,0.062100,0.997300,0.013400,0.158000,0,0.0,0.0,0,0.0,0.0
1,0,63,3.077600,0.089200,2.696800,0.021500,0.270100,0,0.0,0.0,0,0.0,0.0
1,0,64,1.662000,0.069700,1.380000,0.020900,0.191400,0,0.0,0.0,0,0.0,0.0
1,0,65,2.847800,0.563800,1.594000,0.018600,0.671400,0,0.0,0.0,0,0.0,0.0
1,0,66,1.424200,0.071300,1.153100,0.016600,0.183200,0,0.0,0.0,0,0.0,0.0
1,0,67,1.967700,0.077300,1.610000,0.019500,0.260900,0,0.0,0.0,0,0.0,0.0
1,0,68,2.453100,0.078100,2.151300,0.018800,0.204900,0,0.0,0.0,0,0.0,0.0
