run,sample,total_ms,prelude_ms,pool_ms,validation_ms,move_ms,build_return_ms,assert_hwnd_ms,recycle_prelude_ms,hide_ms,recycle_return_ms,assert_recycled_ms
3,24,0.3536,0.0271,0.0141,0.0042,0.2355,0.0304,0.0069,0.0049,0.0093,0.0122,0.009
3,25,0.5972,0.0252,0.0129,0.0043,0.4512,0.045,0.0077,0.0071,0.0133,0.0173,0.0132
3,26,0.5095,0.0414,0.0204,0.0061,0.351,0.0381,0.007,0.0069,0.0104,0.0157,0.0125
3,27,0.4578,0.0373,0.0197,0.0055,0.3095,0.0327,0.0066,0.0063,0.0109,0.0177,0.0116
3,28,0.4559,0.0379,0.0188,0.0057,0.3129,0.0311,0.0064,0.006,0.0104,0.0157,0.011
3,29,0.435,0.0344,0.0174,0.0055,0.2998,0.0299,0.006,0.0058,0.0101,0.0139,0.0122
3,30,0.3961,0.033,0.0163,0.0054,0.2686,0.0278,0.0057,0.0058,0.0096,0.0134,0.0105
3,31,0.3922,0.0329,0.0158,0.0054,0.2652,0.027,0.0057,0.0059,0.0095,0.0144,0.0104
3,32,0.404,0.0325,0.0207,0.0056,0.2703,0.0289,0.0061,0.0058,0.0096,0.0139,0.0106
3,33,0.394,0.0328,0.0155,0.0054,0.2658,0.0266,0.0056,0.0054,0.0114,0.0151,0.0104
3,34,0.5546,0.0326,0.0179,0.0055,0.3575,0.0384,0.0078,0.0063,0.0551,0.0205,0.013
3,35,0.4997,0.0386,0.0195,0.0066,0.3396,0.0384,0.0077,0.0068,0.012,0.0182,0.0123
3,36,0.7411,0.0393,0.0201,0.0063,0.4503,0.0429,0.0087,0.0096,0.1077,0.0349,0.0213
3,37,0.6723,0.0597,0.0357,0.0109,0.4392,0.0557,0.0112,0.0081,0.0162,0.0203,0.0153
3,38,0.7324,0.0466,0.0231,0.0076,0.4807,0.0449,0.0095,0.0093,0.0754,0.0223,0.013
3,39,0.5326,0.0389,0.0194,0.0063,0.3772,0.0385,0.0069,0.0063,0.0119,0.0153,0.0119
3,40,0.476,0.0332,0.0173,0.0053,0.3334,0.037,0.0066,0.0059,0.0121,0.0146,0.0106
3,41,0.5088,0.0303,0.0164,0.0054,0.3399,0.051,0.0104,0.0081,0.0159,0.0182,0.0132
3,42,0.8655,0.0447,0.022,0.0065,0.6718,0.058,0.0083,0.0074,0.0128,0.02,0.014
3,43,0.4925,0.041,0.0209,0.0061,0.338,0.0347,0.0068,0.0064,0.0102,0.0158,0.0126
3,44,0.5134,0.0357,0.0186,0.0057,0.3484,0.038,0.0071,0.0063,0.0122,0.0194,0.022
3,45,0.5294,0.039,0.02,0.0064,0.3685,0.0403,0.0071,0.0065,0.012,0.0171,0.0125
3,46,0.5557,0.0362,0.0186,0.0054,0.3997,0.0386,0.0074,0.0076,0.0126,0.0172,0.0124
3,47,0.4833,0.0382,0.0198,0.0067,0.3295,0.0347,0.0072,0.0066,0.0112,0.0165,0.0129
3,48,0.5524,0.0367,0.0196,0.0062,0.3637,0.0469,0.0095,0.0099,0.0188,0.0233,0.0178
3,49,0.701,0.0497,0.0291,0.0083,0.5118,0.0422,0.0078,0.0078,0.0135,0.0178,0.013
3,50,0.5477,0.0419,0.0217,0.0067,0.3764,0.0406,0.0076,0.0074,0.0127,0.019,0.0137
3,51,0.4986,0.0404,0.0207,0.0069,0.3387,0.0359,0.0068,0.007,0.0115,0.0175,0.0132
3,52,0.4801,0.0394,0.0211,0.0064,0.3259,0.0327,0.0072,0.0071,0.0113,0.0165,0.0125
3,53,0.5083,0.0582,0.0208,0.0061,0.3147,0.0332,0.0069,0.007,0.011,0.0375,0.0129
3,54,0.5123,0.0369,0.0194,0.0064,0.3561,0.0382,0.0065,0.0063,0.0133,0.0168,0.0124
3,55,0.9374,0.0374,0.0191,0.0068,0.7347,0.0625,0.0098,0.0094,0.0164,0.023,0.0183
3,56,0.6401,0.0463,0.0286,0.0073,0.4457,0.0457,0.0087,0.0083,0.0135,0.0202,0.0158
3,57,0.5054,0.0449,0.0246,0.0071,0.339,0.0345,0.0069,0.0066,0.0125,0.0165,0.0128
3,58,0.4618,0.0388,0.0189,0.0061,0.3125,0.0338,0.0073,0.0064,0.0113,0.015,0.0117
3,59,0.5047,0.0551,0.0198,0.0061,0.3348,0.035,0.0066,0.0068,0.0128,0.0178,0.0099
3,60,0.388,0.0312,0.0156,0.0043,0.2517,0.0394,0.0082,0.0053,0.0102,0.0124,0.0097
3,61,0.355,0.0277,0.0139,0.0046,0.2388,0.0284,0.0071,0.0052,0.0096,0.0111,0.0086
3,62,0.3374,0.0242,0.0131,0.0043,0.2274,0.0289,0.0066,0.0048,0.0086,0.011,0.0085
3,63,0.3358,0.0236,0.0132,0.0043,0.226,0.0296,0.006,0.0047,0.0087,0.0112,0.0085
3,64,0.8772,0.0238,0.013,0.0042,0.5706,0.0649,0.0126,0.0113,0.1288,0.0292,0.0188
3,65,0.7001,0.0476,0.0275,0.0075,0.5129,0.0464,0.0073,0.007,0.0136,0.0172,0.0131
3,66,0.5614,0.039,0.0208,0.0059,0.4102,0.035,0.0066,0.006,0.0113,0.0147,0.0119
3,67,0.6075,0.0349,0.0188,0.0057,0.4377,0.0405,0.0081,0.007,0.0218,0.0195,0.0135
3,68,0.5028,0.0419,0.0235,0.0065,0.3433,0.0342,0.0066,0.0065,0.0112,0.0163,0.0128
3,69,0.4167,0.037,0.0182,0.0059,0.2809,0.0287,0.0058,0.0057,0.0094,0.0143,0.0108
3,70,0.4328,0.0323,0.0166,0.0053,0.301,0.0303,0.0063,0.006,0.0103,0.0139,0.0108
3,71,0.4235,0.0335,0.0163,0.0057,0.2928,0.0291,0.006,0.0057,0.0102,0.0138,0.0104
3,72,0.3984,0.0322,0.0164,0.0058,0.2712,0.0274,0.0057,0.0057,0.0099,0.0139,0.0102
3,73,0.3919,0.0323,0.0159,0.0055,0.2653,0.0281,0.0059,0.0056,0.0096,0.0133,0.0104
3,74,0.388,0.0319,0.0164,0.0055,0.2631,0.0272,0.0057,0.0054,0.0094,0.0133,0.0101
3,75,0.3843,0.0311,0.0157,0.0056,0.262,0.0258,0.0055,0.0057,0.0097,0.0132,0.01
3,76,0.4021,0.0312,0.0159,0.0052,0.2781,0.0272,0.0057,0.0055,0.0096,0.0133,0.0104
3,77,0.4164,0.0312,0.0158,0.0054,0.2873,0.0288,0.0069,0.006,0.01,0.0147,0.0103
3,78,0.4145,0.0336,0.0169,0.0054,0.2822,0.0273,0.007,0.0071,0.0105,0.0137,0.0108
3,79,0.4016,0.0323,0.0161,0.0056,0.2753,0.0273,0.0059,0.0057,0.0098,0.0132,0.0104
3,80,0.4229,0.0311,0.0161,0.0055,0.2847,0.0345,0.0065,0.0066,0.0111,0.015,0.0118
3,81,0.4466,0.0364,0.0197,0.0059,0.3066,0.0303,0.0062,0.0058,0.01,0.0147,0.011
3,82,0.4072,0.0333,0.0174,0.0056,0.2752,0.028,0.0057,0.0062,0.0101,0.0149,0.0108
3,83,0.4599,0.032,0.0162,0.0055,0.2822,0.027,0.0057,0.0055,0.057,0.0178,0.011
3,84,0.4194,0.0351,0.0176,0.0058,0.2861,0.0284,0.0061,0.0059,0.0102,0.0137,0.0105
3,85,0.4249,0.0334,0.0163,0.0055,0.2741,0.0284,0.0059,0.0257,0.0097,0.0149,0.011
3,86,0.4061,0.0343,0.0166,0.0054,0.2755,0.0281,0.0059,0.0057,0.0098,0.0139,0.0109
3,87,0.3887,0.0324,0.0157,0.0058,0.2621,0.0269,0.0059,0.0056,0.0105,0.0134,0.0104
3,88,0.5912,0.0905,0.0283,0.007,0.3718,0.0415,0.0069,0.0062,0.0122,0.0153,0.0115
3,89,0.5383,0.0337,0.0178,0.0054,0.3877,0.0418,0.0071,0.0063,0.012,0.015,0.0115
3,90,0.4869,0.0331,0.0171,0.0055,0.3414,0.0395,0.0077,0.0059,0.0115,0.0142,0.011
3,91,0.4925,0.0312,0.0166,0.0055,0.3499,0.0381,0.0083,0.0062,0.012,0.014,0.0107
3,92,0.4744,0.0312,0.0165,0.0053,0.3333,0.038,0.0079,0.0061,0.0115,0.014,0.0106
3,93,0.4731,0.0307,0.0165,0.0053,0.3329,0.0378,0.0083,0.0057,0.0112,0.0142,0.0105
3,94,0.4783,0.0303,0.0163,0.0053,0.3365,0.0403,0.0067,0.0058,0.0121,0.0141,0.0109
3,95,0.488,0.0318,0.0159,0.0052,0.3456,0.0389,0.008,0.0057,0.0117,0.0145,0.0107
3,96,0.3952,0.0302,0.0136,0.0041,0.2733,0.0326,0.0065,0.0047,0.0094,0.012,0.0088
3,97,0.5152,0.0262,0.0133,0.0042,0.2834,0.0413,0.0085,0.0074,0.0998,0.0196,0.0115
3,98,1.0513,0.0446,0.0232,0.0065,0.7784,0.0703,0.0502,0.0162,0.0177,0.0266,0.0176
3,99,0.827,0.046,0.0269,0.007,0.5475,0.0473,0.01,0.0187,0.0842,0.0241,0.0153
3,100,0.8858,0.0535,0.0318,0.0088,0.6233,0.0606,0.0184,0.0108,0.0319,0.0279,0.0188
4,1,1.4148,0.1135,0.1834,0.0238,0.9377,0.0677,0.0129,0.0097,0.0172,0.027,0.0219
4,2,0.7075,0.0409,0.0308,0.0083,0.5014,0.0512,0.0101,0.0084,0.0154,0.0224,0.0186
4,3,1.2057,0.0405,0.141,0.0178,0.8031,0.1197,0.0106,0.0103,0.0174,0.0247,0.0206
4,4,1.1627,0.0404,0.0297,0.0076,0.8912,0.0981,0.0151,0.0105,0.0185,0.0288,0.0228
4,5,1.2052,0.1369,0.1261,0.0125,0.7817,0.0582,0.0091,0.0088,0.0176,0.0297,0.0246
4,6,0.6617,0.047,0.0346,0.0088,0.454,0.0445,0.0071,0.0071,0.0157,0.0237,0.0192
4,7,0.7361,0.0368,0.0224,0.0065,0.4552,0.0425,0.0082,0.0078,0.0653,0.0711,0.0203
4,8,0.6968,0.0377,0.0261,0.0084,0.4477,0.0421,0.0079,0.0079,0.0754,0.0251,0.0185
4,9,0.7142,0.0386,0.0261,0.0079,0.5021,0.0526,0.0097,0.0109,0.0209,0.026,0.0194
4,10,0.9843,0.0443,0.0297,0.0079,0.6923,0.1342,0.01,0.009,0.0173,0.023,0.0166
4,11,1.6546,0.1301,0.1935,0.0104,1.0021,0.1158,0.1173,0.0134,0.0231,0.0283,0.0206
4,12,1.4473,0.043,0.028,0.0079,1.2089,0.0722,0.0114,0.0098,0.0207,0.0246,0.0208
4,13,0.8138,0.0579,0.046,0.0081,0.5704,0.0606,0.0105,0.0085,0.0148,0.0206,0.0164
4,14,0.9437,0.0349,0.0234,0.0072,0.7525,0.0535,0.0097,0.0084,0.0155,0.0213,0.0173
4,15,1.0295,0.0357,0.0245,0.0074,0.687,0.0524,0.0127,0.0092,0.1333,0.0486,0.0187
4,16,0.8757,0.0417,0.0275,0.0096,0.5758,0.0942,0.0122,0.0102,0.0491,0.0284,0.027
4,17,1.4485,0.0583,0.0336,0.0077,0.9837,0.1968,0.0668,0.0142,0.0304,0.0345,0.0225
4,18,0.8306,0.0404,0.0309,0.008,0.6088,0.061,0.0099,0.0097,0.0186,0.024,0.0193
4,19,2.4022,0.0399,0.027,0.0075,1.2544,0.1313,0.0122,0.0098,0.0236,0.8676,0.0289
4,20,0.9219,0.0517,0.0337,0.01,0.6817,0.0617,0.0101,0.0101,0.0182,0.0244,0.0203
4,21,0.8959,0.0405,0.0286,0.009,0.6795,0.0603,0.0094,0.0095,0.0171,0.0236,0.0184
4,22,0.8471,0.0407,0.0276,0.0083,0.6451,0.0502,0.0114,0.0081,0.0168,0.0216,0.0173
4,23,0.9665,0.0339,0.0244,0.0068,0.7329,0.055,0.0101,0.0093,0.0485,0.027,0.0186
4,24,0.6819,0.058,0.0338,0.0079,0.4611,0.0511,0.0088,0.0087,0.016,0.02,0.0165
4,25,0.593,0.0377,0.0234,0.007,0.414,0.05,0.0094,0.0074,0.0145,0.0163,0.0133
4,26,0.5609,0.0296,0.0204,0.0064,0.3962,0.0479,0.0086,0.0072,0.014,0.0173,0.0133
4,27,0.6157,0.0277,0.0191,0.0057,0.4641,0.0415,0.0072,0.0069,0.0142,0.0162,0.0131
4,28,0.5123,0.0284,0.0219,0.0065,0.3494,0.0346,0.0073,0.0069,0.0231,0.0213,0.0129
4,29,0.4849,0.0271,0.0197,0.0074,0.3329,0.0438,0.008,0.0063,0.0118,0.015,0.0129
4,30,0.6061,0.0261,0.0173,0.0058,0.452,0.0418,0.0079,0.0077,0.0142,0.0176,0.0157
4,31,0.6037,0.0306,0.0206,0.0067,0.4222,0.0552,0.0092,0.0086,0.016,0.0189,0.0157
4,32,0.6367,0.0335,0.0245,0.0069,0.4429,0.0522,0.0094,0.0077,0.0154,0.0216,0.0226
4,33,1.0189,0.0352,0.0232,0.007,0.4899,0.134,0.0106,0.0547,0.2162,0.029,0.0191
4,34,0.9437,0.0395,0.0387,0.0111,0.6063,0.0489,0.0093,0.0087,0.0888,0.0537,0.0387
4,35,0.6342,0.0467,0.0344,0.0111,0.4256,0.0482,0.0082,0.0103,0.0146,0.0203,0.0148
4,36,0.6424,0.0452,0.0288,0.0074,0.3979,0.0495,0.0094,0.0081,0.0541,0.0243,0.0177
4,37,1.6603,0.0344,0.0376,0.0101,0.8656,0.6214,0.0135,0.0095,0.022,0.0268,0.0194
4,38,1.1665,0.041,0.0293,0.008,0.8166,0.1892,0.0106,0.0097,0.0184,0.0241,0.0196
4,39,0.7755,0.0397,0.027,0.0081,0.5057,0.0518,0.0091,0.0115,0.0163,0.0882,0.0181
4,40,0.7171,0.038,0.0396,0.0098,0.5047,0.0519,0.0085,0.0088,0.0177,0.0208,0.0173
4,41,0.9894,0.0358,0.0252,0.0076,0.767,0.0815,0.0104,0.0092,0.0151,0.0213,0.0163
4,42,0.9185,0.0371,0.026,0.0072,0.7139,0.0609,0.0092,0.0093,0.0152,0.022,0.0177
4,43,0.8079,0.036,0.0263,0.0075,0.5286,0.057,0.0102,0.0089,0.085,0.0295,0.0189
4,44,0.7922,0.0402,0.0294,0.008,0.5553,0.0455,0.008,0.0085,0.0527,0.0272,0.0174
4,45,0.5566,0.0367,0.0236,0.0078,0.3882,0.0455,0.008,0.0075,0.0122,0.0149,0.0122
4,46,0.6696,0.025,0.0168,0.0052,0.4653,0.04,0.0079,0.0074,0.0626,0.0249,0.0145
4,47,0.5515,0.0326,0.0213,0.0072,0.3954,0.0367,0.0077,0.0076,0.0119,0.0168,0.0143
4,48,0.6433,0.0287,0.021,0.0061,0.486,0.0427,0.0073,0.0078,0.0127,0.0174,0.0136
4,49,0.5641,0.0291,0.0204,0.0066,0.4146,0.0364,0.0071,0.0073,0.012,0.0167,0.0139
4,50,0.6523,0.0283,0.0203,0.0058,0.4888,0.044,0.0082,0.0079,0.0137,0.0194,0.0159
4,51,0.6311,0.0332,0.0251,0.0077,0.4499,0.0445,0.0097,0.0082,0.0152,0.0208,0.0168
4,52,0.5457,0.0349,0.0237,0.0071,0.379,0.0403,0.0076,0.0075,0.0135,0.0179,0.0142
4,53,1.5167,0.0302,0.0229,0.0065,0.346,0.9251,0.0137,0.011,0.1112,0.0302,0.0199
4,54,1.567,0.0435,0.0978,0.0112,1.2299,0.0736,0.0139,0.0111,0.0329,0.0286,0.0245
4,55,0.8504,0.0472,0.0338,0.009,0.6095,0.0667,0.0109,0.0092,0.0182,0.0255,0.0204
4,56,0.872,0.0423,0.0279,0.0075,0.679,0.0476,0.0087,0.0085,0.0142,0.0202,0.0161
4,57,0.6364,0.0367,0.0244,0.007,0.4543,0.0456,0.0089,0.0088,0.0137,0.0204,0.0166
4,58,0.5493,0.0325,0.023,0.0084,0.3851,0.0381,0.0084,0.0078,0.0124,0.0184,0.0152
4,59,0.4905,0.031,0.0231,0.0077,0.3419,0.0324,0.0073,0.0074,0.0111,0.0168,0.0118
4,60,0.473,0.0258,0.018,0.0061,0.3322,0.0335,0.0076,0.0069,0.0124,0.0171,0.0134
4,61,0.492,0.0285,0.0199,0.0067,0.3385,0.0388,0.0081,0.0076,0.014,0.0172,0.0127
4,62,0.4456,0.0245,0.0178,0.0059,0.3179,0.0304,0.0063,0.0061,0.0103,0.0152,0.0112
4,63,0.4564,0.0233,0.018,0.0058,0.3271,0.0315,0.0064,0.0061,0.0118,0.0151,0.0113
4,64,0.4408,0.025,0.0174,0.0059,0.3087,0.0298,0.0064,0.0066,0.0124,0.0162,0.0124
4,65,0.4848,0.0275,0.0189,0.0063,0.3446,0.0342,0.0063,0.0066,0.0125,0.0155,0.0124
4,66,0.4504,0.0261,0.0185,0.0059,0.3124,0.0319,0.0069,0.0069,0.0131,0.0165,0.0122
4,67,0.4705,0.028,0.0195,0.0068,0.3314,0.0319,0.0063,0.0066,0.0123,0.0154,0.0123
4,68,0.4669,0.0271,0.0193,0.007,0.3268,0.0313,0.0067,0.007,0.0121,0.0169,0.0127
4,69,0.4807,0.0261,0.0172,0.0063,0.346,0.0313,0.007,0.0069,0.0122,0.0161,0.0116
4,70,0.4564,0.0269,0.0193,0.0066,0.3209,0.0301,0.0067,0.0064,0.0116,0.0158,0.0121
4,71,0.4633,0.0264,0.0179,0.0065,0.3297,0.0308,0.0067,0.0065,0.0114,0.0159,0.0115
4,72,0.4737,0.0265,0.0186,0.0063,0.3241,0.0445,0.0092,0.008,0.0113,0.0146,0.0106
4,73,0.4984,0.0234,0.0165,0.0049,0.3472,0.0447,0.0085,0.0087,0.0149,0.0173,0.0123
4,74,0.497,0.0293,0.0182,0.0067,0.3521,0.035,0.0067,0.007,0.0125,0.0175,0.012
4,75,0.7342,0.0293,0.0203,0.0062,0.5523,0.0544,0.008,0.0081,0.0162,0.0217,0.0177
4,76,0.6341,0.0373,0.0292,0.0066,0.4642,0.0383,0.0071,0.0071,0.0118,0.0183,0.0142
4,77,0.5258,0.0306,0.0219,0.0069,0.365,0.0382,0.0082,0.0095,0.0128,0.0186,0.0141
4,78,0.5613,0.032,0.0213,0.0073,0.3992,0.0398,0.0077,0.0071,0.0137,0.019,0.0142
4,79,1.0262,0.0296,0.0239,0.0071,0.6702,0.1798,0.0109,0.0098,0.0161,0.0238,0.055
4,80,1.1924,0.0396,0.0458,0.0079,0.8682,0.1136,0.0137,0.0096,0.0191,0.0492,0.0257
4,81,1.2149,0.0464,0.0312,0.0094,0.9777,0.0646,0.0104,0.0097,0.0188,0.0271,0.0196
4,82,0.9066,0.0401,0.0306,0.0089,0.6411,0.0701,0.0137,0.0086,0.0463,0.0277,0.0195
4,83,0.9732,0.0402,0.0311,0.0153,0.7501,0.0576,0.0106,0.0095,0.0163,0.0239,0.0186
4,84,0.608,0.0405,0.0278,0.0084,0.4267,0.0392,0.0083,0.0087,0.0127,0.0197,0.016
4,85,0.4928,0.0334,0.022,0.0068,0.3422,0.0327,0.0071,0.0068,0.0117,0.0167,0.0134
4,86,0.4925,0.0289,0.02,0.0068,0.3454,0.0335,0.0076,0.0069,0.0125,0.0167,0.0142
4,87,0.4615,0.0285,0.0196,0.0064,0.3219,0.0304,0.0072,0.0065,0.0121,0.0158,0.0131
4,88,0.4577,0.0275,0.0185,0.0068,0.319,0.0309,0.0074,0.0067,0.0119,0.0163,0.0127
4,89,0.5317,0.027,0.0187,0.0066,0.3725,0.0417,0.0086,0.0074,0.0165,0.0171,0.0156
4,90,0.7013,0.0312,0.0225,0.007,0.5101,0.0548,0.0087,0.0088,0.0174,0.0232,0.0176
4,91,0.7363,0.0387,0.0285,0.0102,0.54,0.0499,0.008,0.009,0.0154,0.0206,0.016
4,92,0.6221,0.0366,0.0267,0.0074,0.4372,0.0451,0.0087,0.0085,0.0151,0.0205,0.0163
4,93,0.563,0.0333,0.0234,0.0071,0.3921,0.0403,0.0082,0.0077,0.0161,0.018,0.0168
4,94,1.3027,0.0311,0.6522,0.0129,0.4834,0.0503,0.0088,0.0093,0.0159,0.0217,0.0171
4,95,0.5359,0.0363,0.0243,0.0072,0.3677,0.037,0.0075,0.0076,0.0157,0.0196,0.013
4,96,0.603,0.0309,0.0212,0.007,0.4664,0.0316,0.0056,0.006,0.0103,0.0137,0.0103
4,97,0.4607,0.0228,0.016,0.0056,0.3071,0.0456,0.0101,0.0081,0.0147,0.0172,0.0135
4,98,0.4748,0.0284,0.0198,0.0066,0.3304,0.0427,0.0069,0.0054,0.011,0.0136,0.01
4,99,0.4404,0.0218,0.0148,0.005,0.3001,0.0424,0.0077,0.0067,0.014,0.0161,0.0118
4,100,0.6954,0.0252,0.0183,0.0057,0.4768,0.0523,0.0105,0.0082,0.0147,0.0202,0.0635
5,1,0.7324,0.0409,0.0298,0.0079,0.5416,0.0431,0.0101,0.0093,0.0141,0.0201,0.0155
5,2,0.5181,0.0319,0.0232,0.0074,0.3632,0.0432,0.0076,0.0059,0.0107,0.0139,0.0111
5,3,0.9823,0.0221,0.0155,0.0049,0.4322,0.0417,0.3948,0.0124,0.0181,0.0228,0.0178
5,4,0.705,0.0379,0.0254,0.0072,0.4721,0.0437,0.0077,0.0074,0.0488,0.0337,0.0211
5,5,0.655,0.0424,0.0294,0.0096,0.4648,0.0349,0.0074,0.0074,0.0238,0.0199,0.0154
5,6,0.4708,0.028,0.0192,0.0064,0.336,0.0304,0.0064,0.006,0.0106,0.0152,0.0126
5,7,0.4416,0.0249,0.0178,0.006,0.3039,0.0308,0.0071,0.0067,0.0124,0.0169,0.0151
5,8,0.5018,0.0267,0.0166,0.0061,0.3616,0.0362,0.0072,0.0063,0.0116,0.0162,0.0133
5,9,0.4427,0.0285,0.0186,0.0063,0.306,0.0296,0.0073,0.0069,0.0111,0.0157,0.0127
5,10,0.4557,0.0267,0.018,0.0062,0.3244,0.03,0.0063,0.0061,0.011,0.0151,0.0119
5,11,0.4346,0.0253,0.0179,0.0057,0.3055,0.0296,0.0067,0.0063,0.0105,0.0155,0.0116
5,12,0.4204,0.0244,0.018,0.0058,0.2952,0.0285,0.0066,0.0058,0.0103,0.0147,0.0111
5,13,0.417,0.0248,0.0173,0.0056,0.293,0.0288,0.0062,0.0058,0.0102,0.0142,0.0111
5,14,0.5127,0.0237,0.0175,0.0056,0.3332,0.0586,0.0119,0.0077,0.0154,0.0203,0.0188
5,15,0.5758,0.0344,0.0236,0.0087,0.4234,0.0338,0.0065,0.0063,0.0116,0.0148,0.0127
5,16,0.4495,0.0245,0.0186,0.0064,0.3208,0.0288,0.0067,0.0069,0.0106,0.0147,0.0115
5,17,0.4256,0.0238,0.017,0.0057,0.2999,0.0293,0.0063,0.0061,0.0102,0.015,0.0123
5,18,0.5294,0.0241,0.0181,0.0061,0.3429,0.0643,0.0089,0.0076,0.0193,0.0208,0.0173
5,19,0.6031,0.0351,0.0221,0.0089,0.4444,0.0364,0.0075,0.0073,0.0123,0.0161,0.013
5,20,0.5029,0.0261,0.0185,0.0065,0.3558,0.0372,0.007,0.0066,0.0136,0.0187,0.0129
5,21,0.4822,0.0273,0.0192,0.0059,0.341,0.0325,0.0076,0.0072,0.0109,0.0162,0.0144
5,22,0.4632,0.0276,0.0179,0.0063,0.3246,0.0341,0.0061,0.0063,0.0114,0.0155,0.0134
5,23,0.4845,0.025,0.0178,0.0064,0.3076,0.0405,0.0078,0.0064,0.0125,0.0157,0.0448
5,24,0.4376,0.0272,0.0177,0.0067,0.3078,0.0284,0.0072,0.0065,0.0109,0.0139,0.0113
5,25,0.4147,0.0244,0.0165,0.0055,0.2897,0.0301,0.0062,0.0059,0.0099,0.0143,0.0122
5,26,0.4175,0.0228,0.0163,0.006,0.2935,0.0275,0.0059,0.0057,0.0109,0.0168,0.0121
5,27,0.4169,0.0242,0.0161,0.006,0.2965,0.0267,0.0062,0.0062,0.0104,0.0138,0.0108
5,28,0.4728,0.0235,0.0161,0.0056,0.3162,0.0396,0.0104,0.008,0.0175,0.0212,0.0147
5,29,0.519,0.0334,0.0163,0.0062,0.3686,0.0354,0.007,0.007,0.0137,0.0166,0.0148
5,30,0.6519,0.0305,0.0205,0.0081,0.4837,0.0426,0.009,0.0077,0.0148,0.0193,0.0157
5,31,0.5388,0.0307,0.0201,0.0069,0.3835,0.0378,0.0072,0.0074,0.0134,0.017,0.0148
5,32,0.5568,0.0277,0.02,0.0062,0.4053,0.0381,0.0072,0.0067,0.0135,0.0183,0.0138
5,33,0.6809,0.0289,0.0217,0.0055,0.4269,0.0478,0.0093,0.0083,0.0877,0.0278,0.017
5,34,0.6894,0.0639,0.0328,0.0089,0.4731,0.0523,0.0077,0.0065,0.0122,0.0164,0.0156
5,35,0.4905,0.0288,0.0183,0.0057,0.3319,0.0457,0.008,0.0064,0.0139,0.0179,0.0139
5,36,0.5271,0.0293,0.0184,0.0058,0.3789,0.0346,0.0068,0.007,0.0147,0.0172,0.0144
5,37,0.4759,0.028,0.0191,0.0062,0.3411,0.0295,0.0064,0.0062,0.0113,0.016,0.0121
5,38,0.4432,0.0262,0.0197,0.0062,0.3126,0.0288,0.0063,0.006,0.0108,0.0148,0.0118
5,39,0.4447,0.0246,0.0187,0.0061,0.313,0.0295,0.0062,0.0062,0.0119,0.016,0.0125
5,40,0.4558,0.0254,0.0172,0.0057,0.3298,0.0282,0.0061,0.0057,0.0111,0.0148,0.0118
5,41,0.4313,0.0253,0.0165,0.0056,0.3054,0.0287,0.0068,0.0063,0.0104,0.0145,0.0118
5,42,0.4053,0.0244,0.0176,0.0056,0.2822,0.0272,0.0062,0.0062,0.0101,0.0143,0.0115
5,43,0.4491,0.024,0.0164,0.0055,0.3145,0.032,0.0071,0.0061,0.0119,0.018,0.0136
5,44,0.6551,0.0278,0.0203,0.0067,0.4801,0.0482,0.0097,0.0086,0.0156,0.0211,0.017
5,45,0.5302,0.0354,0.0245,0.0074,0.3709,0.0335,0.0075,0.007,0.0119,0.0181,0.014
5,46,0.467,0.0295,0.0207,0.0066,0.3209,0.0325,0.0075,0.0069,0.012,0.0171,0.0133
5,47,0.502,0.0271,0.0197,0.0063,0.3571,0.0344,0.0072,0.007,0.0141,0.016,0.0131
5,48,0.5054,0.0501,0.0212,0.0063,0.3372,0.0343,0.0063,0.0069,0.0117,0.0171,0.0143
5,49,0.467,0.0264,0.0186,0.0061,0.3279,0.0327,0.0068,0.0068,0.0112,0.0171,0.0134
5,50,0.4719,0.0288,0.019,0.0064,0.3322,0.0327,0.0068,0.0064,0.0107,0.0167,0.0122
5,51,0.4621,0.0284,0.0203,0.0067,0.3203,0.0316,0.0072,0.0068,0.0113,0.0164,0.0131
5,52,0.5389,0.0272,0.0196,0.0061,0.387,0.0383,0.0079,0.0076,0.0124,0.0176,0.0152
5,53,0.5112,0.0287,0.0204,0.0059,0.3633,0.0354,0.0073,0.0073,0.0123,0.0165,0.0141
5,54,0.4986,0.0272,0.02,0.0064,0.3482,0.0359,0.0082,0.0073,0.0123,0.0184,0.0147
5,55,0.4759,0.0282,0.0195,0.0068,0.3342,0.0326,0.007,0.0074,0.012,0.0153,0.0129
5,56,0.5065,0.0267,0.0385,0.0072,0.3372,0.0362,0.0076,0.0076,0.0128,0.018,0.0147
5,57,0.5005,0.0292,0.0196,0.0062,0.3525,0.0343,0.0075,0.0071,0.0123,0.0172,0.0146
5,58,0.4536,0.0267,0.019,0.0065,0.32,0.0299,0.0066,0.0066,0.0112,0.0152,0.0119
5,59,0.4379,0.0253,0.0177,0.0061,0.3069,0.0309,0.0068,0.006,0.0114,0.0148,0.012
5,60,0.4584,0.0232,0.0179,0.0061,0.3276,0.0297,0.0072,0.0066,0.0116,0.0158,0.0127
5,61,0.4796,0.0471,0.0186,0.0062,0.3165,0.033,0.0068,0.0068,0.0122,0.0169,0.0155
5,62,0.4623,0.0269,0.02,0.0068,0.3295,0.03,0.0061,0.006,0.0107,0.0144,0.0119
5,63,0.4183,0.0232,0.0168,0.0059,0.297,0.0275,0.0063,0.006,0.0105,0.0138,0.0113
