run,sample,total_ms,prelude_ms,pool_ms,validation_ms,move_ms,build_return_ms,assert_hwnd_ms,recycle_prelude_ms,hide_ms,recycle_return_ms,assert_recycled_ms
5,64,0.4395,0.0253,0.0172,0.0057,0.3116,0.0286,0.0066,0.0063,0.0111,0.015,0.0121
5,65,0.7287,0.0233,0.0172,0.0062,0.4117,0.0349,0.008,0.0062,0.15,0.0545,0.0167
5,66,0.8765,0.0437,0.0266,0.0075,0.5551,0.0475,0.0097,0.0096,0.1359,0.0245,0.0164
5,67,0.6078,0.0311,0.0216,0.0067,0.3642,0.0312,0.0065,0.0068,0.0962,0.0247,0.0188
5,68,0.7456,0.0364,0.0252,0.0078,0.4765,0.0392,0.0088,0.0074,0.1078,0.0208,0.0157
5,69,0.5579,0.0314,0.0225,0.0079,0.3562,0.0313,0.0076,0.0071,0.0627,0.018,0.0132
5,70,0.6487,0.0296,0.018,0.0061,0.4441,0.034,0.0066,0.0069,0.0657,0.0235,0.0142
5,71,0.7053,0.0305,0.0202,0.0067,0.5031,0.0379,0.0076,0.008,0.061,0.0171,0.0132
5,72,0.5199,0.0314,0.0215,0.007,0.3576,0.0436,0.0081,0.0068,0.0126,0.0161,0.0152
5,73,0.5582,0.0268,0.0186,0.0066,0.4156,0.0349,0.0069,0.0065,0.0125,0.0164,0.0134
5,74,0.5194,0.0281,0.0181,0.0058,0.3609,0.0434,0.0092,0.0074,0.0125,0.0189,0.0151
5,75,0.4852,0.0299,0.0199,0.0059,0.3463,0.0327,0.0066,0.0063,0.0106,0.0146,0.0124
5,76,0.5279,0.026,0.0176,0.0058,0.3363,0.0327,0.0076,0.0069,0.0619,0.0198,0.0133
5,77,0.62,0.0281,0.0181,0.006,0.427,0.0356,0.0075,0.0211,0.0436,0.0189,0.0141
5,78,0.5002,0.0284,0.0206,0.0071,0.348,0.0363,0.0116,0.008,0.0113,0.0164,0.0125
5,79,0.5129,0.0254,0.0179,0.0062,0.3369,0.0321,0.0067,0.0066,0.0484,0.0182,0.0145
5,80,0.6159,0.0271,0.038,0.0062,0.4196,0.0634,0.0082,0.0082,0.0116,0.0189,0.0147
5,81,0.5278,0.0304,0.0199,0.0062,0.3716,0.036,0.0081,0.0076,0.0155,0.018,0.0145
5,82,0.6554,0.0306,0.0201,0.0071,0.4657,0.0392,0.0073,0.0073,0.0434,0.0203,0.0144
5,83,0.4555,0.0299,0.0201,0.0065,0.3163,0.0296,0.0064,0.0067,0.0108,0.016,0.0132
5,84,1.0129,0.0261,0.0178,0.0061,0.8411,0.0521,0.0093,0.0081,0.0134,0.0209,0.018
5,85,0.7644,0.0342,0.023,0.0068,0.5257,0.0775,0.0162,0.0128,0.0215,0.0247,0.022
5,86,0.5852,0.0358,0.0232,0.0068,0.4206,0.0382,0.0085,0.0084,0.0119,0.0172,0.0146
5,87,0.6775,0.0297,0.0183,0.0065,0.3764,0.1866,0.0081,0.0076,0.0125,0.0177,0.0141
5,88,0.5442,0.0307,0.0189,0.006,0.3984,0.0361,0.0069,0.0068,0.0116,0.0161,0.0127
5,89,0.7934,0.0274,0.0195,0.0061,0.475,0.0886,0.0108,0.009,0.1106,0.0279,0.0185
5,90,0.6409,0.0376,0.027,0.0068,0.4497,0.0516,0.0084,0.0083,0.0163,0.0203,0.0149
5,91,0.6152,0.0324,0.0203,0.0063,0.4624,0.0364,0.0071,0.0075,0.0134,0.0162,0.0132
5,92,0.5256,0.0268,0.0192,0.0061,0.3674,0.0472,0.0083,0.0074,0.0133,0.0162,0.0137
5,93,0.5299,0.0264,0.0183,0.0062,0.3797,0.0438,0.0082,0.0071,0.0129,0.0151,0.0122
5,94,1.8948,0.0265,0.0204,0.006,1.704,0.061,0.0095,0.0091,0.0152,0.0228,0.0203
5,95,0.6372,0.0408,0.0404,0.0081,0.4508,0.0381,0.0076,0.0075,0.0132,0.0172,0.0135
5,96,0.4928,0.03,0.0198,0.0059,0.34,0.0421,0.008,0.0067,0.0121,0.0155,0.0127
5,97,0.4486,0.0258,0.0181,0.0062,0.3134,0.0286,0.006,0.0075,0.0124,0.0167,0.0139
5,98,0.567,0.0272,0.0188,0.0062,0.3105,0.0398,0.0091,0.0064,0.0121,0.1227,0.0142
5,99,0.4599,0.0278,0.0191,0.0066,0.3248,0.0297,0.007,0.0069,0.0113,0.0149,0.0118
5,100,0.4475,0.0241,0.017,0.0063,0.3051,0.039,0.0082,0.007,0.0119,0.014,0.0149
6,1,0.8083,0.042,0.0278,0.0084,0.6183,0.0507,0.0101,0.009,0.0123,0.0158,0.0139
6,2,0.5781,0.0287,0.0188,0.0065,0.4288,0.0376,0.0077,0.0075,0.0127,0.0169,0.0129
6,3,0.5634,0.0281,0.0206,0.0063,0.3475,0.033,0.0064,0.0063,0.0133,0.0151,0.0868
6,4,0.731,0.0282,0.0188,0.0061,0.576,0.0421,0.0075,0.007,0.0127,0.0177,0.0149
6,5,0.5384,0.0289,0.0201,0.0063,0.3797,0.0442,0.0085,0.0071,0.0123,0.0176,0.0137
6,6,0.5592,0.0295,0.0195,0.0064,0.4016,0.0421,0.0078,0.0066,0.0148,0.0168,0.0141
6,7,0.8908,0.0292,0.0205,0.0061,0.7191,0.0525,0.0093,0.0074,0.0136,0.0179,0.0152
6,8,0.7352,0.0307,0.0218,0.0064,0.5618,0.0495,0.0083,0.0082,0.0131,0.019,0.0164
6,9,0.785,0.0328,0.0215,0.0062,0.616,0.0445,0.008,0.0071,0.0146,0.0188,0.0155
6,10,0.7606,0.0306,0.0213,0.0066,0.5894,0.0489,0.0083,0.0078,0.0136,0.0182,0.0159
6,11,0.7113,0.032,0.0224,0.0069,0.5294,0.0448,0.0072,0.0071,0.0276,0.0184,0.0155
6,12,0.7307,0.0303,0.0205,0.0057,0.4182,0.0422,0.0177,0.0102,0.143,0.0258,0.0171
6,13,0.694,0.0356,0.0238,0.007,0.5206,0.0431,0.0084,0.0078,0.0124,0.0182,0.0171
6,14,0.4999,0.0301,0.0221,0.0065,0.3461,0.0412,0.0081,0.0067,0.0115,0.0153,0.0123
6,15,0.4241,0.0249,0.0185,0.006,0.2974,0.0277,0.0063,0.0062,0.0106,0.0148,0.0117
6,16,0.4207,0.0242,0.0167,0.0057,0.2981,0.0283,0.0061,0.0061,0.0102,0.0142,0.0111
6,17,0.4413,0.0242,0.0167,0.0056,0.3023,0.0383,0.0079,0.0063,0.0119,0.0157,0.0124
6,18,0.4267,0.0246,0.018,0.0058,0.3017,0.029,0.0061,0.0061,0.0097,0.0139,0.0118
6,19,0.4082,0.0235,0.0164,0.0056,0.2872,0.0272,0.006,0.0062,0.01,0.0152,0.0109
6,20,0.4279,0.0238,0.0164,0.0056,0.2935,0.039,0.0078,0.0061,0.011,0.0136,0.0111
6,21,0.5126,0.0249,0.0185,0.0071,0.3642,0.0431,0.009,0.0064,0.0131,0.0145,0.0118
6,22,0.4548,0.0249,0.017,0.0061,0.3139,0.0402,0.0078,0.0061,0.0111,0.0149,0.0128
6,23,0.4315,0.0241,0.0168,0.0057,0.3094,0.0284,0.0068,0.0057,0.0098,0.0137,0.0111
6,24,0.4083,0.0242,0.0158,0.0056,0.2878,0.028,0.0061,0.0059,0.0098,0.0137,0.0114
6,25,0.4057,0.0228,0.0161,0.0058,0.2873,0.026,0.006,0.0062,0.0102,0.0145,0.0108
6,26,0.5839,0.0226,0.0168,0.0053,0.4196,0.0483,0.0087,0.0078,0.0175,0.0194,0.0179
6,27,0.5632,0.0339,0.0216,0.0085,0.4166,0.0327,0.0077,0.0058,0.0115,0.0137,0.0112
6,28,0.4637,0.026,0.0178,0.0062,0.3338,0.0289,0.0063,0.0071,0.0117,0.0143,0.0116
6,29,0.42,0.0248,0.0163,0.0059,0.2941,0.0299,0.0063,0.0063,0.0104,0.0145,0.0115
6,30,0.4473,0.0244,0.0172,0.0057,0.3208,0.0295,0.0064,0.0061,0.0103,0.0149,0.012
6,31,0.421,0.0241,0.0177,0.0057,0.2975,0.0282,0.0062,0.0058,0.0101,0.0142,0.0115
6,32,0.4169,0.0238,0.0168,0.0056,0.2945,0.0294,0.0061,0.0059,0.0099,0.0134,0.0115
6,33,0.4591,0.0235,0.0162,0.006,0.3234,0.0328,0.0074,0.0067,0.0151,0.0157,0.0123
6,34,0.4907,0.027,0.0193,0.0066,0.337,0.0425,0.0094,0.0063,0.013,0.0163,0.0133
6,35,0.5219,0.03,0.0191,0.0066,0.383,0.0327,0.0064,0.006,0.0114,0.0144,0.0123
6,36,0.4439,0.0241,0.017,0.0061,0.3169,0.0289,0.0062,0.0064,0.0115,0.015,0.0118
6,37,0.4687,0.0241,0.0157,0.0055,0.3304,0.035,0.0074,0.0066,0.0144,0.0167,0.0129
6,38,0.5448,0.0258,0.0181,0.0063,0.3773,0.0453,0.01,0.0086,0.0176,0.0187,0.0171
6,39,0.5844,0.035,0.0199,0.0068,0.4235,0.0385,0.0078,0.0076,0.0126,0.0179,0.0148
6,40,0.4864,0.0307,0.0188,0.0064,0.3484,0.03,0.0065,0.0062,0.0113,0.015,0.0131
6,41,0.4252,0.0262,0.0174,0.0055,0.2992,0.0283,0.0062,0.006,0.0102,0.0148,0.0114
6,42,0.5487,0.0235,0.017,0.0058,0.4158,0.0338,0.0067,0.0068,0.0119,0.0152,0.0122
6,43,0.5248,0.0256,0.0177,0.0059,0.3762,0.0417,0.0086,0.0067,0.0138,0.0156,0.013
6,44,1.0819,0.0263,0.0177,0.0061,0.8107,0.1038,0.0108,0.0097,0.0532,0.0237,0.0199
6,45,0.6898,0.0378,0.0252,0.0088,0.5139,0.0413,0.0076,0.0083,0.0131,0.018,0.0158
6,46,1.0167,0.0306,0.0208,0.0065,0.4723,0.0636,0.3372,0.0135,0.0177,0.0333,0.0212
6,47,0.7165,0.0376,0.0255,0.0078,0.5347,0.0463,0.0082,0.0077,0.0139,0.0194,0.0154
6,48,0.6068,0.0309,0.0225,0.007,0.4482,0.0389,0.0073,0.0069,0.0142,0.0166,0.0143
6,49,3.4649,0.0286,0.0199,0.0064,3.2572,0.0677,0.0106,0.0107,0.016,0.0252,0.0226
6,50,0.7156,0.0409,0.0291,0.0083,0.514,0.0512,0.0111,0.0081,0.0153,0.0218,0.0158
6,51,0.4989,0.031,0.0222,0.0066,0.3465,0.0348,0.0074,0.0074,0.0128,0.017,0.0132
6,52,0.5192,0.0293,0.0207,0.0065,0.3483,0.0347,0.007,0.0288,0.0131,0.0172,0.0136
6,53,0.4773,0.0251,0.0177,0.0058,0.3415,0.0333,0.0075,0.0068,0.0113,0.0159,0.0124
6,54,0.4791,0.0257,0.0171,0.0054,0.3382,0.0346,0.0068,0.007,0.0121,0.0175,0.0147
6,55,0.6265,0.0294,0.021,0.0066,0.4499,0.0551,0.0093,0.008,0.0138,0.0188,0.0146
6,56,0.5524,0.032,0.0208,0.0066,0.3649,0.0306,0.0066,0.0067,0.0468,0.0228,0.0146
6,57,0.5453,0.03,0.0187,0.0066,0.3935,0.0417,0.0077,0.0068,0.0129,0.0149,0.0125
6,58,0.4595,0.0254,0.0175,0.006,0.3191,0.0397,0.0077,0.0062,0.0116,0.0146,0.0117
6,59,0.4248,0.0239,0.0164,0.0058,0.2985,0.0292,0.0067,0.0061,0.0111,0.0151,0.012
6,60,0.4436,0.025,0.0175,0.0063,0.3021,0.0389,0.0082,0.0063,0.0121,0.0152,0.012
6,61,0.4617,0.0249,0.0168,0.0056,0.3173,0.0387,0.0095,0.0072,0.0128,0.0168,0.0121
6,62,0.5228,0.0248,0.0168,0.0057,0.3798,0.038,0.0075,0.0065,0.0138,0.0167,0.0132
6,63,0.5597,0.028,0.0192,0.0066,0.4102,0.0381,0.0076,0.0078,0.0125,0.0166,0.0131
6,64,0.7844,0.0276,0.0198,0.0064,0.3543,0.0765,0.0188,0.1201,0.1246,0.0208,0.0155
6,65,0.6136,0.0347,0.0231,0.0081,0.4338,0.0506,0.0091,0.0078,0.014,0.0173,0.0151
6,66,0.5891,0.0682,0.022,0.008,0.3989,0.036,0.0074,0.0072,0.0123,0.0152,0.0139
6,67,0.484,0.0272,0.0191,0.006,0.3501,0.0306,0.0063,0.0067,0.0108,0.0145,0.0127
6,68,0.4156,0.0242,0.0173,0.0056,0.2916,0.0281,0.0062,0.0061,0.0105,0.0144,0.0116
6,69,0.6943,0.0237,0.0164,0.0057,0.4037,0.1082,0.0739,0.0117,0.0163,0.0197,0.015
6,70,0.5789,0.0308,0.0592,0.0074,0.3936,0.0346,0.0069,0.007,0.0107,0.0158,0.0129
6,71,0.4601,0.0268,0.0179,0.0059,0.3269,0.0301,0.0069,0.0064,0.0116,0.0151,0.0125
6,72,0.435,0.0249,0.0183,0.0066,0.3074,0.0289,0.0064,0.0061,0.0106,0.0141,0.0117
6,73,0.4156,0.0241,0.0164,0.0056,0.289,0.0278,0.0065,0.0062,0.0116,0.0163,0.0121
6,74,0.4228,0.0254,0.0178,0.006,0.2972,0.0278,0.0062,0.0069,0.0104,0.0138,0.0113
6,75,0.4424,0.0239,0.0163,0.0056,0.298,0.0282,0.0067,0.0062,0.0107,0.0148,0.032
6,76,0.4397,0.0257,0.018,0.006,0.3085,0.0291,0.0065,0.0065,0.0122,0.0154,0.0118
6,77,0.4361,0.0252,0.0174,0.0067,0.3064,0.0286,0.0071,0.0063,0.0115,0.0152,0.0117
6,78,0.4339,0.0248,0.018,0.0063,0.3047,0.0302,0.0065,0.0061,0.0109,0.0148,0.0116
6,79,0.4923,0.024,0.0171,0.0064,0.3596,0.0327,0.0073,0.0066,0.0118,0.0143,0.0125
6,80,0.4735,0.0251,0.0166,0.0059,0.3466,0.0301,0.0075,0.0058,0.0102,0.0136,0.0121
6,81,0.4223,0.0246,0.0167,0.0057,0.2995,0.0274,0.006,0.0059,0.0103,0.014,0.0122
6,82,0.4344,0.0239,0.0162,0.006,0.3054,0.0299,0.0071,0.0071,0.0109,0.016,0.0119
6,83,0.4717,0.0263,0.0174,0.0062,0.3112,0.0397,0.0095,0.0085,0.0159,0.021,0.016
6,84,0.5548,0.0319,0.0222,0.0067,0.3998,0.0379,0.0098,0.0075,0.0117,0.0151,0.0122
6,85,0.55,0.0245,0.0237,0.0076,0.3905,0.0437,0.0088,0.0074,0.0144,0.0164,0.013
6,86,0.4533,0.0286,0.0184,0.0056,0.32,0.0307,0.0064,0.0063,0.0107,0.0141,0.0125
6,87,0.4217,0.0249,0.0168,0.0062,0.2968,0.0284,0.007,0.0059,0.0101,0.0135,0.0121
6,88,0.4375,0.0243,0.0158,0.0054,0.2936,0.0494,0.0067,0.006,0.0106,0.014,0.0117
6,89,0.4203,0.023,0.0167,0.0062,0.2978,0.0273,0.0064,0.0063,0.0113,0.0142,0.0111
6,90,0.4421,0.0238,0.0159,0.0055,0.3028,0.0362,0.0065,0.006,0.0163,0.014,0.0151
6,91,0.5251,0.0273,0.0201,0.006,0.3817,0.0349,0.0072,0.0064,0.0126,0.0143,0.0146
6,92,0.4656,0.0317,0.0195,0.0058,0.3294,0.0288,0.0062,0.0065,0.0118,0.0143,0.0116
6,93,0.4403,0.0243,0.0363,0.0062,0.298,0.0273,0.0063,0.006,0.0102,0.0148,0.0109
6,94,0.4263,0.0233,0.0167,0.0055,0.29,0.0391,0.0075,0.0061,0.0114,0.0147,0.012
6,95,0.4667,0.0238,0.0169,0.0064,0.3069,0.0392,0.008,0.0285,0.0107,0.0146,0.0117
6,96,0.5033,0.0268,0.0167,0.0056,0.3597,0.0352,0.0074,0.0066,0.0149,0.0165,0.0139
6,97,0.833,0.0271,0.019,0.0063,0.5759,0.0369,0.0078,0.0068,0.115,0.0236,0.0146
6,98,0.668,0.0283,0.019,0.0074,0.3641,0.0313,0.0066,0.0069,0.1666,0.023,0.0148
6,99,0.5328,0.0287,0.0196,0.0068,0.3733,0.0446,0.0082,0.0074,0.0142,0.017,0.013
6,100,0.521,0.0268,0.0193,0.0064,0.3637,0.0339,0.0076,0.0148,0.0171,0.0182,0.0132
7,1,0.6025,0.0415,0.0285,0.0082,0.4144,0.0459,0.0104,0.0073,0.0142,0.0176,0.0145
7,2,0.5604,0.0304,0.0199,0.0065,0.4142,0.0345,0.0072,0.0069,0.0115,0.016,0.0133
7,3,0.5086,0.0278,0.0192,0.0064,0.3631,0.0329,0.0075,0.007,0.015,0.0169,0.0128
7,4,0.7222,0.0274,0.0191,0.0067,0.548,0.0533,0.0089,0.0074,0.014,0.0169,0.0205
7,5,1.326,0.0295,0.0204,0.0065,1.1382,0.0478,0.0081,0.0079,0.0142,0.0191,0.0343
7,6,0.5651,0.0377,0.0274,0.0075,0.3926,0.0373,0.0077,0.0071,0.0132,0.016,0.0186
7,7,0.5035,0.0275,0.0181,0.0066,0.3625,0.034,0.0069,0.0077,0.0112,0.0161,0.0129
7,8,1.4209,0.0439,0.0203,0.0064,1.2139,0.0598,0.009,0.0089,0.0187,0.0217,0.0183
7,9,0.6928,0.0375,0.026,0.008,0.5088,0.0433,0.0095,0.0087,0.0162,0.0186,0.0162
7,10,0.6033,0.0332,0.0232,0.0077,0.4438,0.0375,0.0071,0.0075,0.0128,0.0164,0.0141
7,11,0.564,0.0298,0.0215,0.0072,0.4171,0.0331,0.0067,0.0064,0.0137,0.0152,0.0133
7,12,0.4899,0.0267,0.0179,0.0062,0.3448,0.0402,0.0084,0.0063,0.0131,0.0149,0.0114
7,13,0.6879,0.0242,0.0171,0.0058,0.5393,0.0417,0.0075,0.0079,0.0122,0.0179,0.0143
7,14,0.6029,0.0299,0.0208,0.0062,0.4535,0.0362,0.0074,0.0074,0.012,0.016,0.0135
7,15,0.5812,0.0278,0.0187,0.0063,0.4383,0.0345,0.0067,0.0073,0.014,0.0152,0.0124
7,16,0.6651,0.0255,0.0187,0.0063,0.5146,0.044,0.0075,0.0067,0.0126,0.0153,0.0139
7,17,0.5255,0.0265,0.0183,0.0065,0.3714,0.0455,0.0079,0.0077,0.0136,0.0157,0.0124
7,18,0.5,0.026,0.0348,0.0063,0.3506,0.031,0.0065,0.0065,0.0119,0.0145,0.0119
7,19,0.4913,0.0247,0.0168,0.0059,0.3573,0.0327,0.0066,0.0063,0.014,0.0147,0.0123
7,20,0.6315,0.0252,0.0176,0.006,0.4656,0.0448,0.0099,0.0087,0.0155,0.0195,0.0187
7,21,0.6226,0.0402,0.0295,0.0093,0.4538,0.0351,0.0068,0.006,0.0134,0.0152,0.0133
7,22,1.2206,0.0264,0.0187,0.0065,0.6689,0.4197,0.0109,0.0093,0.0178,0.0228,0.0196
7,23,1.0997,0.0374,0.0272,0.0107,0.896,0.0503,0.009,0.0091,0.0215,0.0221,0.0164
7,24,0.8468,0.0367,0.0266,0.008,0.637,0.0395,0.0071,0.0089,0.0416,0.0278,0.0136
7,25,0.7575,0.0328,0.0195,0.0064,0.5961,0.0424,0.009,0.0074,0.0126,0.017,0.0143
7,26,0.5436,0.0292,0.0207,0.0067,0.3829,0.0439,0.0084,0.0078,0.013,0.0167,0.0143
7,27,0.5132,0.0265,0.0188,0.0065,0.372,0.0348,0.0066,0.0067,0.0121,0.016,0.0132
7,28,0.821,0.0275,0.0186,0.0062,0.6471,0.0434,0.0078,0.0077,0.0129,0.0195,0.0303
7,29,0.6647,0.0345,0.021,0.0066,0.4903,0.0506,0.0082,0.0075,0.0134,0.0188,0.0138
7,30,0.6279,0.0316,0.0218,0.0068,0.4584,0.0416,0.0072,0.0075,0.0159,0.0207,0.0164
7,31,0.6796,0.0314,0.0236,0.0081,0.4322,0.038,0.0073,0.0071,0.0753,0.0383,0.0183
7,32,0.6777,0.0418,0.0358,0.0096,0.4434,0.0349,0.0069,0.0066,0.066,0.0189,0.0138
7,33,0.4663,0.0285,0.0189,0.0063,0.3177,0.0407,0.0075,0.0065,0.0124,0.0161,0.0117
7,34,0.5181,0.0271,0.0195,0.0058,0.3694,0.038,0.0078,0.0063,0.0145,0.0173,0.0124
7,35,0.6698,0.0327,0.0223,0.0071,0.5047,0.0412,0.0076,0.0079,0.0124,0.0189,0.015
7,36,0.5605,0.0311,0.0205,0.0065,0.4029,0.0384,0.0075,0.0081,0.0126,0.0185,0.0144
7,37,0.5371,0.0297,0.0191,0.0061,0.3804,0.0378,0.0082,0.0078,0.0156,0.0189,0.0135
7,38,0.6816,0.0315,0.0224,0.0067,0.5178,0.0455,0.0074,0.0064,0.0127,0.018,0.0132
7,39,0.56,0.0287,0.0192,0.0063,0.4068,0.0384,0.0073,0.0073,0.0139,0.0182,0.0139
7,40,0.5269,0.0306,0.0206,0.0067,0.3742,0.0368,0.0077,0.0068,0.0135,0.0171,0.0129
7,41,0.5292,0.0299,0.0203,0.0071,0.3807,0.0354,0.0069,0.0067,0.0135,0.0157,0.013
7,42,0.5556,0.0277,0.0181,0.0068,0.3797,0.0318,0.0063,0.0063,0.0441,0.0217,0.0131
7,43,0.4906,0.0272,0.018,0.0065,0.3414,0.0417,0.0081,0.0069,0.0136,0.015,0.0122
7,44,0.4585,0.025,0.0171,0.0059,0.3158,0.0411,0.0073,0.0064,0.0119,0.015,0.013
7,45,0.4896,0.0244,0.017,0.006,0.3389,0.0442,0.0081,0.0076,0.0134,0.0163,0.0137
7,46,0.441,0.026,0.018,0.0063,0.3118,0.0284,0.0065,0.0065,0.0111,0.0146,0.0118
7,47,0.9554,0.024,0.0165,0.006,0.7781,0.0573,0.0072,0.0074,0.0209,0.0216,0.0164
7,48,0.6262,0.0383,0.0287,0.008,0.4451,0.0456,0.0096,0.007,0.0139,0.0162,0.0138
7,49,0.4734,0.0277,0.0193,0.0062,0.3386,0.0302,0.0064,0.0063,0.0119,0.015,0.0118
7,50,0.4332,0.0249,0.0182,0.0059,0.3063,0.0285,0.006,0.006,0.011,0.0151,0.0113
7,51,0.4467,0.0234,0.0174,0.0059,0.3211,0.029,0.0065,0.0068,0.0112,0.0139,0.0115
7,52,0.4475,0.0251,0.0164,0.0057,0.309,0.0397,0.0075,0.0062,0.0116,0.0147,0.0116
7,53,0.5008,0.0231,0.0169,0.0055,0.3679,0.0341,0.0069,0.0066,0.0119,0.0153,0.0126
7,54,0.4834,0.0255,0.0178,0.0063,0.3514,0.0309,0.0062,0.0066,0.011,0.016,0.0117
7,55,0.4312,0.0248,0.0188,0.0056,0.3047,0.0287,0.0066,0.006,0.0102,0.0142,0.0116
7,56,0.4258,0.0256,0.0163,0.0058,0.3018,0.0275,0.0062,0.006,0.0103,0.0147,0.0116
7,57,0.4239,0.0238,0.0172,0.0062,0.2986,0.0294,0.0067,0.0067,0.01,0.014,0.0113
7,58,0.4438,0.0241,0.016,0.0056,0.3195,0.0294,0.0063,0.006,0.0099,0.0143,0.0127
7,59,0.4162,0.0231,0.0168,0.0061,0.2938,0.0273,0.0059,0.006,0.0104,0.0157,0.0111
7,60,0.417,0.0242,0.0172,0.0057,0.2943,0.0273,0.0066,0.0062,0.0106,0.0138,0.0111
7,61,0.4198,0.0245,0.0159,0.0057,0.2972,0.0282,0.0068,0.0058,0.0105,0.014,0.0112
7,62,0.4377,0.0232,0.0158,0.006,0.2917,0.0283,0.006,0.0273,0.0114,0.0156,0.0124
7,63,0.4164,0.0238,0.017,0.0065,0.2937,0.0273,0.006,0.0059,0.0105,0.0146,0.0111
7,64,0.4712,0.0239,0.0171,0.0058,0.3288,0.0404,0.0076,0.0063,0.0124,0.0163,0.0126
7,65,0.4849,0.0246,0.0177,0.0062,0.341,0.0413,0.0077,0.0069,0.0121,0.0147,0.0127
7,66,0.4626,0.0247,0.0168,0.0051,0.3193,0.0415,0.0079,0.0066,0.013,0.0153,0.0124
7,67,0.4502,0.0249,0.0168,0.0059,0.324,0.0298,0.0063,0.006,0.0103,0.0143,0.0119
7,68,0.4047,0.0236,0.0166,0.0056,0.2838,0.0273,0.0061,0.0059,0.0099,0.0144,0.0115
7,69,0.3963,0.0231,0.0161,0.0057,0.2768,0.0271,0.006,0.0061,0.0101,0.0138,0.0115
7,70,0.5019,0.0242,0.0163,0.0058,0.3246,0.0339,0.0164,0.0099,0.039,0.0181,0.0137
7,71,0.5166,0.0259,0.0173,0.0059,0.3732,0.0413,0.0077,0.0064,0.0126,0.0148,0.0115
7,72,0.4955,0.0269,0.0178,0.0067,0.3499,0.036,0.0069,0.0067,0.0139,0.0176,0.0131
7,73,0.5545,0.058,0.0203,0.0067,0.3745,0.0419,0.0074,0.0066,0.0118,0.0152,0.0121
7,74,0.4954,0.0247,0.0175,0.0059,0.3612,0.033,0.0065,0.0062,0.012,0.0159,0.0125
7,75,0.4977,0.0252,0.0178,0.0059,0.3634,0.03,0.0071,0.0069,0.0119,0.0164,0.0131
7,76,0.4654,0.0267,0.0193,0.0068,0.3265,0.0321,0.007,0.0066,0.0118,0.016,0.0126
7,77,0.4762,0.0271,0.0186,0.0066,0.3345,0.0338,0.0077,0.0063,0.0138,0.0151,0.0127
7,78,0.4882,0.0251,0.0178,0.0066,0.3279,0.0428,0.0097,0.0082,0.0136,0.0204,0.0161
7,79,0.6063,0.0332,0.0238,0.0089,0.447,0.035,0.0075,0.0073,0.0132,0.0169,0.0135
7,80,0.8922,0.0277,0.0196,0.0067,0.66,0.098,0.012,0.0095,0.0181,0.0226,0.018
7,81,0.7492,0.0372,0.0256,0.0075,0.4959,0.0489,0.0087,0.0088,0.0733,0.0241,0.0192
7,82,0.5813,0.0387,0.0264,0.0084,0.3975,0.049,0.0085,0.0076,0.0138,0.0172,0.0142
7,83,0.6248,0.0281,0.0208,0.0062,0.3976,0.0411,0.0082,0.0084,0.0727,0.0257,0.016
7,84,0.7858,0.0326,0.024,0.0073,0.6087,0.0473,0.0078,0.0086,0.0145,0.0194,0.0156
7,85,0.5712,0.0332,0.0367,0.0074,0.3955,0.0356,0.0076,0.0074,0.0154,0.0174,0.015
7,86,0.5182,0.0273,0.0198,0.0066,0.3691,0.0411,0.0082,0.0064,0.0117,0.0151,0.0129
7,87,0.5537,0.0525,0.0186,0.006,0.3885,0.033,0.0073,0.0079,0.0121,0.0155,0.0123
7,88,0.4716,0.0266,0.0173,0.006,0.3224,0.0462,0.0074,0.0073,0.0112,0.0153,0.0119
7,89,0.4286,0.0263,0.0173,0.0056,0.3015,0.0284,0.0062,0.006,0.0101,0.0151,0.0121
7,90,0.4186,0.0232,0.0175,0.0059,0.2955,0.0273,0.0066,0.0062,0.0106,0.0141,0.0117
7,91,0.4214,0.0249,0.0159,0.0056,0.2969,0.029,0.0062,0.0059,0.0099,0.0148,0.0123
7,92,0.4206,0.0236,0.0165,0.0058,0.2979,0.0275,0.0067,0.0065,0.0106,0.0147,0.0108
7,93,0.4505,0.0246,0.0175,0.0057,0.3222,0.0308,0.0064,0.0062,0.01,0.0148,0.0123
7,94,0.4204,0.0243,0.0169,0.0061,0.2981,0.0266,0.006,0.0064,0.0108,0.014,0.0112
7,95,0.4107,0.0239,0.0163,0.0056,0.2876,0.0289,0.007,0.006,0.0099,0.0137,0.0118
7,96,0.4186,0.0244,0.0161,0.0059,0.297,0.0272,0.0062,0.0057,0.0105,0.0146,0.011
7,97,0.4098,0.0242,0.0168,0.006,0.2847,0.0292,0.0062,0.006,0.0102,0.0145,0.012
7,98,0.4328,0.0231,0.0169,0.0058,0.312,0.0271,0.0066,0.0064,0.0105,0.0137,0.0107
7,99,0.4084,0.025,0.0156,0.0054,0.2879,0.0272,0.0063,0.0057,0.0101,0.0139,0.0113
7,100,0.4511,0.0224,0.0161,0.0055,0.3073,0.0344,0.0076,0.0068,0.0152,0.0179,0.0179
8,1,0.5715,0.0443,0.0313,0.0088,0.3641,0.0602,0.0105,0.0085,0.0138,0.0162,0.0138
8,2,0.4899,0.0265,0.019,0.0062,0.3468,0.0394,0.0073,0.0062,0.0119,0.0147,0.0119
8,3,0.5078,0.0246,0.0171,0.006,0.3672,0.034,0.0079,0.0072,0.0128,0.0173,0.0137
